语料,分,建议,赞,分类,理由,来源,url,备注
如果有 520个萌妹子叫我轩轩˶╸▵╺˶  ⇒  mua我喜欢你吖宝宝,62,?,0,Z 其他,,网易云《失眠》,https://music.163.com/#/song?id=,
最近好累啊，老师布置的作业，越来越多我的母亲天天压榨我，我根本没有希望和未来  ⇒  累是常态，作业只有更多，压力只增不减，别消极应事，不内耗，加油bro,62,?,0,C 疲惫 / 撑不住,,网易云《失眠》,https://music.163.com/#/song?id=,安慰语命中
今天是26年7月18日，这首歌是她最喜欢的，我们在一起听歌听了4629分钟，就在昨天晚上她去世了，喝农药走的准确说是被父母老师逼的，她的原生家庭并不好常常遭到父母的打骂十几年来亦是如此，她总是告诉我要好好爱自己可她呢她为什么不好好爱自己呢，我感觉现在天塌了，我都不知道以后的路要怎么走了  ⇒  要好好活着替她好好看这个世界,62,?,0,B 失去 / 离别,,网易云《失眠 (Cover Suki刘舒妤)》,https://music.163.com/#/song?id=,
今天是26年7月18日，这首歌是她最喜欢的，我们在一起听歌听了4629分钟，就在昨天晚上她去世了，喝农药走的准确说是被父母老师逼的，她的原生家庭并不好常常遭到父母的打骂十几年来亦是如此，她总是告诉我要好好爱自己可她呢她为什么不好好爱自己呢，我感觉现在天塌了，我都不知道以后的路要怎么走了  ⇒  没事兄弟带着她的愿望活下去，人有悲欢离合,62,?,0,B 失去 / 离别,,网易云《失眠 (Cover Suki刘舒妤)》,https://music.163.com/#/song?id=,
今天是26年7月18日，这首歌是她最喜欢的，我们在一起听歌听了4629分钟，就在昨天晚上她去世了，喝农药走的准确说是被父母老师逼的，她的原生家庭并不好常常遭到父母的打骂十几年来亦是如此，她总是告诉我要好好爱自己可她呢她为什么不好好爱自己呢，我感觉现在天塌了，我都不知道以后的路要怎么走了  ⇒  听她的话好好活着,62,?,0,B 失去 / 离别,,网易云《失眠 (Cover Suki刘舒妤)》,https://music.163.com/#/song?id=,
数学考差了老子也一定会考好  ⇒  考差了不能代表什么,62,?,0,Z 其他,,网易云《焦虑》,https://music.163.com/#/song?id=,
我觉得初三开始努力还不晚[唉]  ⇒  什么时候开始努力都不晚,62,?,0,Z 其他,,网易云《焦虑》,https://music.163.com/#/song?id=,
我真的是受不了了，不想读高三  ⇒  加油 总会有结果的 未来就在你的眼去永远无法逃避,62,?,0,F 迷茫 / 年龄焦虑,,网易云《焦虑》,https://music.163.com/#/song?id=,安慰语命中
什么时候能治好癌症  ⇒  现在怎么样了兄弟,62,?,0,Z 其他,,网易云《焦虑》,https://music.163.com/#/song?id=,
宝宝 自信一点 你很漂亮也很独特  ⇒  谢谢你宝宝[哭哭],62,?,0,Z 其他,,网易云《焦虑》,https://music.163.com/#/song?id=,
什么时候才能变漂亮  ⇒  宝宝 自信一点 你很漂亮也很独特,62,?,0,Z 其他,,网易云《焦虑》,https://music.163.com/#/song?id=,
谢谢，一起加油  ⇒  天天开心，照顾好自己,62,?,0,Z 其他,,网易云《焦虑》,https://music.163.com/#/song?id=,安慰语命中
上学的每一天都在焦虑…同样的老师为啥我就是学不会就是不如别人  ⇒  什么时候才能好起来,62,?,0,Z 其他,,网易云《焦虑》,https://music.163.com/#/song?id=,安慰语命中
我觉得初三开始努力还不晚[唉]  ⇒  路还很长 你还有很多机会,62,?,0,Z 其他,,网易云《焦虑》,https://music.163.com/#/song?id=,
我真的是受不了了，不想读高三  ⇒  只要你能承担代价就不读了 你的人生你选择,62,?,0,Z 其他,,网易云《焦虑》,https://music.163.com/#/song?id=,
一点旋律悦耳的都没有，能听得进去？[笑哭了]  ⇒  共同红心55首[偷笑],62,?,0,Z 其他,,网易云《焦虑Pt.2/膨胀》,https://music.163.com/#/song?id=,
明天就初三了 焦虑充斥着我 家人 自己 未来 今后的路该怎么走  ⇒  读书是最好的时候，好好享受这段时光当你出社会你就懂了,62,?,0,F 迷茫 / 年龄焦虑,,网易云《焦虑Pt.2/膨胀》,https://music.163.com/#/song?id=,
时间会证明焦虑pt2，越听越好听  ⇒  无需证明了兄弟，asen最顶的歌之一,62,?,0,Z 其他,,网易云《焦虑Pt.2/膨胀》,https://music.163.com/#/song?id=,
更何况我没说自己牛逼，只是你自己不行罢了  ⇒  先把你那个畅听会员去了，整个正儿八经的会员,62,?,0,Z 其他,,网易云《焦虑Pt.2/膨胀》,https://music.163.com/#/song?id=,
歌单里挂两首啊卡门和yaka就nb是么[笑哭了]  ⇒  更何况我没说自己牛逼，只是你自己不行罢了,62,?,0,Z 其他,,网易云《焦虑Pt.2/膨胀》,https://music.163.com/#/song?id=,
就喜欢这种该死的慵懒东北佬口音  ⇒  全部南方人能不听见个北方声音就说是东北吗真够冒犯,62,?,0,Z 其他,,网易云《焦虑》,https://music.163.com/#/song?id=,
就喜欢这种该死的慵懒东北佬口音  ⇒  丫够燥的，这是北京口音,62,?,0,Z 其他,,网易云《焦虑》,https://music.163.com/#/song?id=,
东北女的都这样 全国都知道  ⇒  左左太有素质了，刘森乐迷👍🏻,62,?,0,Z 其他,,网易云《焦虑》,https://music.163.com/#/song?id=,
歌挺好的，为什么非得又是裤裆又是前女友傍大款  ⇒  到了没给她shui了这句太那啥,62,?,0,Z 其他,,网易云《焦虑》,https://music.163.com/#/song?id=,
谁让他不是  ⇒  他是的话还找前女友这样的人吗 搞笑,62,?,0,Z 其他,,网易云《焦虑》,https://music.163.com/#/song?id=,
这种歌到底谁在听，不理解  ⇒  这种歌到底谁在听，不理解,62,?,0,Z 其他,,网易云《我有点焦虑》,https://music.163.com/#/song?id=,
咋换封面了  ⇒  新专预热到时候会换回来,62,?,0,Z 其他,,网易云《我有点焦虑》,https://music.163.com/#/song?id=,
咋换封面了  ⇒  求你了 幸好提前保存了,62,?,0,Z 其他,,网易云《我有点焦虑》,https://music.163.com/#/song?id=,
加油 我也在考公  ⇒  加油加油！[欣赏音乐],62,?,0,Z 其他,,网易云《我有点焦虑》,https://music.163.com/#/song?id=,安慰语命中
iPhone广告推荐页来的[装可爱]  ⇒  好听吗[装可爱],62,?,0,Z 其他,,网易云《一个人》,https://music.163.com/#/song?id=,
[发布了语音，请前往最新移动端版本查看]  ⇒  品味很相投，有机会聊聊天,62,?,0,Z 其他,,网易云《一个人》,https://music.163.com/#/song?id=,
[发布了语音，请前往最新移动端版本查看]  ⇒  豪庭[欣赏音乐],62,?,0,Z 其他,,网易云《一个人》,https://music.163.com/#/song?id=,
时间一晃十几年过去了，在听这歌已不是少年郎  ⇒  十年前一个人冬天带着耳机走在晚自习下课的路上，好冷好孤独。转眼现在已是将近30的中登，虽然还是一个人，但是不会害怕孤独了[流泪],62,?,0,D 孤独 / 没人,,网易云《一个人》,https://music.163.com/#/song?id=,
谁能统计一下全部歌曲  ⇒  一个人，这个夏天，配吗，不配，,62,?,0,D 孤独 / 没人,,网易云《一个人》,https://music.163.com/#/song?id=,
有没有刷抖音，网易找歌的[搞怪]  ⇒  报道，直接听都听不到好听的了，只能抖音里疯狂找,62,?,0,Z 其他,,网易云《一个人》,https://music.163.com/#/song?id=,
一直是一个人，每个月看朋友圈别人都在发几月有谁 而我一直是一个人 根本不知道爱是什么  ⇒  看着好朋友官宣更好的朋友老伤心了,62,?,0,D 孤独 / 没人,,网易云《一个人》,https://music.163.com/#/song?id=,
听说喜欢颜人中的都喜欢郑润泽？？  ⇒  同学都听郑润泽只有我听颜人中[流泪]很想去学着get郑润泽but in vain[流泪],62,?,0,Z 其他,,网易云《一个人》,https://music.163.com/#/song?id=,
有些人这辈子你已经见过最后一面了。  ⇒  如果知道是最后一面 就多看几眼了,62,?,0,B 失去 / 离别,,网易云《遗憾》,https://music.163.com/#/song?id=,
若有一天不喜欢这些歌了，应该是过得快乐了  ⇒  快乐总是短暂而肤浅的，悲伤才应该是人生底色…,62,?,0,Z 其他,,网易云《遗憾》,https://music.163.com/#/song?id=,
不删他 内耗能杀死我 删了他 思念会杀死我 诸位军师 这局何解.  ⇒  删了就好了 思念会杀死过去的你,62,?,0,Z 其他,,网易云《遗憾》,https://music.163.com/#/song?id=,
而且你这个小狗装扮好好看呀  ⇒  搞的我也想充SVIP辽,62,?,0,Z 其他,,网易云《遗憾》,https://music.163.com/#/song?id=,
嘿嘿，找到了一首我妈妈喜欢听的歌[乞求]  ⇒  什咪！又了解到了阿姨喜欢的一首歌,62,?,0,Z 其他,,网易云《遗憾》,https://music.163.com/#/song?id=,
后来我明白，精神寄托可以是工作，可以是美食，可以是山川大海，唯独不可以是人  ⇒  勇敢一点去爱，别太害怕受伤！能给予爱，本身就是一种幸福！,62,?,0,Z 其他,,网易云《遗憾》,https://music.163.com/#/song?id=,
有些人这辈子你已经见过最后一面了。  ⇒  还有青春里的你和我,62,?,0,B 失去 / 离别,,网易云《遗憾》,https://music.163.com/#/song?id=,
有没有这种曲风的歌曲推荐[装可爱]  ⇒  如果云知道和独角戏,62,?,0,Z 其他,,网易云《遗憾》,https://music.163.com/#/song?id=,
我二十五岁势单力薄的时候就敢跟他结婚 现在我三十六了  ⇒  说明过得幸福◍˃ᵕ˂◍,62,?,0,Z 其他,,网易云《遗憾》,https://music.163.com/#/song?id=,
不删他 内耗能杀死我 删了他 思念会杀死我 诸位军师 这局何解.  ⇒  拉黑但不删[爆笑],62,?,0,Z 其他,,网易云《遗憾》,https://music.163.com/#/song?id=,
木已成舟 遗憾就遗憾吧 [发布了语音，请前往最新移动端版本查看]  ⇒  I’ll sdsd do mine I. M together m got,62,?,0,Z 其他,,网易云《遗憾》,https://music.163.com/#/song?id=,
我二十五岁势单力薄的时候就敢跟他结婚，现在我三十六了。  ⇒  就知道会有这小两口的评论,62,?,0,Z 其他,,网易云《遗憾》,https://music.163.com/#/song?id=,
可你在我心里的地位永远回不到以前了  ⇒  贬低的都是心里话,62,?,0,Z 其他,,网易云《遗憾》,https://music.163.com/#/song?id=,
为什么要在感情里当懦夫呢？  ⇒  那会刚同居几个月，虽然已经认识了几年，但是住一起后开始为一些小事吵架，吵得怀疑人生了😅现在已经好很多了～,62,?,0,Z 其他,,网易云《遗憾》,https://music.163.com/#/song?id=,
这么好听的歌评论这么少？  ⇒  那肯定有另一个收费版本,62,?,0,Z 其他,,网易云《遗憾》,https://music.163.com/#/song?id=,
你总是很理智，想沟通的她像疯子。  ⇒  你清醒的看着自己沉沦 爱意这么汹涌我竟无能为力[流感],62,?,0,Z 其他,,网易云《遗憾》,https://music.163.com/#/song?id=,
经典永不过时 钟意的人自会珍藏  ⇒  同道中人，你好[强],62,?,0,Z 其他,,网易云《遗憾》,https://music.163.com/#/song?id=,
不是每个人都想和你分享快乐  ⇒  如果连快乐都不想分享 那生活还剩什么？,62,?,0,Z 其他,,网易云《遗憾》,https://music.163.com/#/song?id=,
经典永不过时 钟意的人自会珍藏  ⇒  不是每个人都想和你分享快乐,62,?,0,Z 其他,,网易云《遗憾》,https://music.163.com/#/song?id=,
可是有些事你不去做会留下遗憾的  ⇒  遗憾的事总会有的,62,?,0,Z 其他,,网易云《遗憾》,https://music.163.com/#/song?id=,
同在屋檐下只做愉悦的事，少提正确的事，不留遗憾不后悔。  ⇒  可是有些事你不去做会留下遗憾的,62,?,0,Z 其他,,网易云《遗憾》,https://music.163.com/#/song?id=,
我来了～～～[加一]  ⇒  爱你，小孙怡[红心],62,?,0,Z 其他,,网易云《遗憾》,https://music.163.com/#/song?id=,
天啊 姐姐买了版权 唱给粉丝 好宠[难过]  ⇒  这个不是浪姐时候唱的吗？听起来比浪姐的版本好很多,62,?,0,Z 其他,,网易云《遗憾》,https://music.163.com/#/song?id=,
我知道大家喜欢之前那个现场版 但是好像录音室版本就是跟现场版出来会有差别 我也不太懂 但是已经尽量贴合了 谢谢大家的喜欢 我会记在心里  ⇒  只要是你唱的我们都爱听🥺🥺🥺,62,?,0,Z 其他,,网易云《遗憾》,https://music.163.com/#/song?id=,
希望大家喜欢[许愿]  ⇒  非常喜欢姐姐爱死你了,62,?,0,Z 其他,,网易云《遗憾》,https://music.163.com/#/song?id=,
再给你推荐两首 如果你要走 请告诉我还有暮雨都是冯泳唱的  ⇒  善宇还有一首是以你之名也好听,62,?,0,Z 其他,,网易云《遗憾的告别》,https://music.163.com/#/song?id=,
再给你推荐两首 如果你要走 请告诉我还有暮雨都是冯泳唱的  ⇒  暮雨哪是冯泳唱的那是邓乐怡,62,?,0,Z 其他,,网易云《遗憾的告别》,https://music.163.com/#/song?id=,
好像春娇与志明 和戒不掉改编的  ⇒  再给你推荐两首 如果你要走 请告诉我还有暮雨都是冯泳唱的,62,?,0,Z 其他,,网易云《遗憾的告别》,https://music.163.com/#/song?id=,
今天是2026年6月13日，我表白成功了[亲吻]  ⇒  恭喜你 勇敢的人[感动],62,?,0,Z 其他,,网易云《遗憾的告别》,https://music.163.com/#/song?id=,
2029我高考 我的学校不是很好 认真学的也人均本科 可我偏就不服气 我想考985 我不知道自己办不办的到 但要是我都否定我自己那才是真的没希望 等我还愿 如果有有经验的人看到了可以给我提一些学习建议吗 我想变得更好！做最好的自己  ⇒  弄不懂的东西就一直问，直到真正弄懂为止。 准备一个小小的问题本，写上在习题或书本第几页第几题，完全弄懂之后打钩，问题本上的问题一个个问老师直到解决为止,62,?,0,F 迷茫 / 年龄焦虑,,网易云《加油！》,https://music.163.com/#/song?id=,
2029我高考 我的学校不是很好 认真学的也人均本科 可我偏就不服气 我想考985 我不知道自己办不办的到 但要是我都否定我自己那才是真的没希望 等我还愿 如果有有经验的人看到了可以给我提一些学习建议吗 我想变得更好！做最好的自己  ⇒  课上效率提高，改过的错题要常复习，手机最好少玩，从高一就打好基础,62,?,0,F 迷茫 / 年龄焦虑,,网易云《加油！》,https://music.163.com/#/song?id=,
关关是难关 但我们关关过  ⇒  t d zu wa qq qv he e e e e be e e e e e e e e e e e e e e e e e e e,62,?,0,Z 其他,,网易云《加油！》,https://music.163.com/#/song?id=,
好听死了，啊啊啊啊啊x100  ⇒  ✧₍^˶- ˕ -˵^₎✧蟹蟹,62,?,0,Z 其他,,网易云《加油！》,https://music.163.com/#/song?id=,
